,formula,mz,observed,a,sigma,peak
2,O3N-,61.988366443389424,61.98837580886594,2529184.118325519,9.401443920497661e-05,6.0
3,O3N[15]-,62.985401336789415,62.98542657486784,7745.075615197632,9.552660130280314e-05,12.0
4,O2O[17]N-,62.992583523829424,62.992606798842594,2913.0886509368734,9.55374790835933e-05,13.0
5,O2O[18]N-,63.99261282382943,63.992625658483256,16761.910183909313,9.705418161538378e-05,14.0
10,C2HO4-,88.98803209021943,88.98810919106027,2677.5301697656514,0.00013496348897339028,19.0
16,C3H3O4-,103.00368215435944,103.00375946904948,7474.153443839413,0.0001562202030706864,20.0
21,C2O2F3-,112.98558747902945,112.98567429763021,1006.3174417946213,0.00017135924065776783,21.0
26,C4H5O4-,117.01933221849943,117.01938501951268,1924.3864723632082,0.0001774770230479549,22.0
29,CH2O6N-,123.98876036620943,123.98874292279424,1651.2369771486972,0.00018804708236266226,23.0
30,HO6N2-,124.98400933893944,124.9839969675592,1191353.6681464934,0.00018955654994659454,25.0
32,HO6NN[15]-,125.98104423233944,125.98103628636792,8349.90143682851,0.00019106862633740012,27.0
33,HO5O[17]N2-,125.98822641937944,125.98820638003556,2217.6485655235138,0.00019107956090197464,28.0
34,HO5O[18]N2-,126.98825571937942,126.98825759194212,14570.934174736394,0.00019259629425679673,29.0
42,C4H5O5-,133.01424683805945,133.01425909587465,3514.4578678879643,0.0002017356116920484,30.0
49,C5H5O5-,145.01424683805945,145.01428228611326,1087.396654764658,0.00021993534614517818,33.0
52,C5H7O5-,147.02989690219945,147.02991993495286,12368.476313343026,0.0002229923821934455,35.0
60,C6H7O5-,159.02989690219945,159.02990216901387,3172.3759304942014,0.0002411920064133404,36.0
63,C5H5O6-,161.00916145761943,161.0091803190667,2679.244951157033,0.00024419394074107773,37.0
64,C6H9O5-,161.04554696633943,161.04555308200582,1797.7741167443862,0.00024424905917267873,38.0
70,C3H4O7N-,165.99932504990943,165.99928823307326,756.9153137127605,0.0002517621805024014,39.0
75,C7H9O5-,173.04554696633946,173.04553219729053,9391.614312561773,0.0002624487892958487,40.0
76,C6C[13]H9O5-,174.04890180413943,174.04896000764018,237.68954509812446,0.0002639705902257672,41.0
77,C6H7O6-,175.0248115217594,175.02477490301266,2096.0368549383675,0.00026545069309208446,42.0
91,C8H11O5-,187.06119703047943,187.06118026471114,2142.999386631641,0.0002837056150837336,43.0
94,C7H9O6-,189.04046158589938,189.04046958135288,1884.5576524957296,0.0002867075429816186,44.0
98,C5H6O7N-,192.01497511404946,192.01494453601418,495.58811255750413,0.00029121884747962043,45.0
106,C9H11O5-,199.06119703047943,199.06115252231308,270.5575191764286,0.0003019053127296751,47.0
108,C8H9O6-,201.04046158589938,201.04043295496663,1668.135767441608,0.00030490731772049844,48.0
109,C9H13O5-,201.07684709461944,201.07683911003883,407.2926663370964,0.00030496242997862073,49.0
112,C8H11O6-,203.0561116500394,203.05608697435582,671.6675911460549,0.000307964207956535,50.0
117,C6H8O7N-,206.03062517818938,206.03059245700138,650.8150419538159,0.0003124755305244692,51.0
120,C5H6O8N-,208.00988973360944,208.0098439616656,1167.0554634627047,0.00031547722433411925,52.0
121,C6H10O7N-,208.04627524232941,208.0462674167391,700.0497950280936,0.0003155325290244694,53.0
127,C5H8O8N-,210.02553979774945,210.02550194746908,7658.388815661375,0.00031853442007226157,54.0
133,C9H11O6-,215.0561116500394,215.0560869343047,527.8659791179563,0.00032616390434690235,56.0
138,C9H13O6-,217.07176171417942,217.07171618391527,709.323273485931,0.000329221076723275,57.0
143,C7H10O7N-,220.04627524232941,220.04622245030046,1279.6406882977935,0.0003337321629273096,59.0
146,C6H8O8N-,222.02553979774945,222.02547498840227,1208.178536394335,0.0003367341407946009,60.0
150,C5H6O9N-,224.00480435316945,224.00475193334046,5582.304947179322,0.00033973580583844504,61.0
167,C7H8O8N-,234.02553979774945,234.0255272133837,4191.396319175996,0.0003549338032463792,62.0
168,C8H12O7N-,234.06192530646942,234.06187209323912,10938.844920940464,0.0003549891763504817,63.0
170,C7C[13]H12O7N-,235.06528014426945,235.06532917938844,354.4878153576862,0.0003565108721036662,64.0
173,C7H10O8N-,236.04118986188942,236.041138508184,8457.540702905217,0.00035799084906027015,65.0
176,C6C[13]H10O8N-,237.04454469968945,237.04446955737325,225.38257079597838,0.0003595125452659138,66.0
192,C8H10O8N-,248.04118986188942,248.04119594903378,13864.490210124164,0.00037619053939572073,69.0
198,C8H12O8N-,250.05683992602943,250.05681842142798,12768.9681648331,0.00037924766733345465,72.0
201,C7C[13]H12O8N-,251.06019476382943,251.06011707484566,403.4851002080984,0.00038076929988581777,74.0
226,C10H14O8N-,276.0724899901694,276.0724034488794,1062.188048392952,0.00041870393744351933,83.0
229,C9H12O9N-,278.05175454558946,278.0516680083626,6940.26851223693,0.0004217060347818069,84.0
255,C9C[13]H16O9N-,295.0864095116694,295.08641361775693,1171.5998998595858,0.00044754166886330776,92.0
263,C14H16O5NF-,297.10179941562944,297.10186555304153,1160.4514394256862,0.00045059860805618995,93.0
280,C11H16O10N-,322.07796929342936,322.0779748841929,542.4181383485125,0.0004884780783416741,95.0
