,formula,mz,observed,a,sigma,peak
0,C3H5O-,57.03458835981942,57.0344900309819,3957.976532352933,8.650112633079666e-05,66.0
1,C2H3O2-,59.01385291523943,59.01378613546035,18472.073164874848,8.950302227076877e-05,78.0
2,O3N-,61.988366443389424,61.98834760950581,1001735.1312772604,9.401438988429068e-05,100.0
3,O3N[15]-,62.985401336789415,62.98538950475965,3562.2782752455614,9.552653274883217e-05,126.0
4,O2O[17]N-,62.992583523829424,62.99257317707259,1099.7168575286128,9.553745502176638e-05,127.0
5,O2O[18]N-,63.99261282382943,63.99258486152039,6585.976087459772,9.705409384684803e-05,129.0
6,C3H3O2-,71.01385291523944,71.01383857728399,26162.01029199001,0.00010770283994026341,159.0
7,C3H5O2-,73.02950297937943,73.02948300968247,42292.87211475447,0.00011075986732206293,181.0
8,C2H3O3-,75.00876753479943,75.00874056011519,1372.9016525543593,0.00011376172462399447,203.0
9,C4H5O2-,85.02950297937943,85.02951395963957,8817.289054984689,0.00012895970313865415,296.0
10,C2HO4-,88.98803209021943,88.98805753864433,78809.39152434807,0.000134963404080831,339.0
11,C3H5O3-,89.02441759893942,89.02444673578695,1010.5241327666334,0.00013501859375985483,343.0
12,CC[13]HO4-,89.99138692801942,89.99137612218806,1425.3753814560462,0.0001364850622102233,357.0
13,C5H5O2-,97.02950297937944,97.02949777340537,1356.919879800109,0.00014715937967636286,439.0
14,C5H7O2-,99.04515304351943,99.0451847817373,2063.1506632991914,0.00015021646961076756,466.0
15,C4H5O3-,101.02441759893942,101.02441859015697,14255.930896577205,0.0001532182489802733,490.0
16,C3H3O4-,103.00368215435944,103.00369688382014,598950.6366220777,0.00015622017112602057,545.0
17,C4H7O3-,103.04006766307943,103.0400829714913,1309.8700758055934,0.00015627535878729836,551.0
18,C2C[13]H3O4-,104.00703699215944,104.00706369044956,19061.069016412603,0.0001577419255691673,579.0
19,C3H3O3O[18]-,105.00792853479945,105.00790864890512,4387.721200030244,0.00015925980211252107,599.0
20,C6H7O2-,111.04515304351943,111.0451704364427,1081.9158217095799,0.00016841621527628124,649.0
21,C2O2F3-,112.98558747902945,112.98562767731367,1275.1371160174162,0.00017135919866021067,663.0
22,C5H5O3-,113.02441759893942,113.02445419947209,1682.659725585526,0.00017141806304471206,668.0
23,C6H9O2-,113.06080310765944,113.06084054840612,1658.19062202603,0.00017147328271184339,669.0
24,C4H3O4-,115.00368215435944,115.00367164680259,41000.227431641615,0.0001744199141139071,683.0
25,C5H7O3-,115.04006766307943,115.0400598617058,7931.659834885166,0.00017447503757774978,685.0
26,C4H5O4-,117.01933221849943,117.01934638047169,50843.31565080511,0.00017747695439857333,715.0
27,C3C[13]H5O4-,118.02268705629943,118.0227161547257,1890.6896617564103,0.00017899869097173278,726.0
28,C3H3O5-,118.99859677391943,118.99856481898884,20773.021303525427,0.00018047867636015593,741.0
29,CH2O6N-,123.98876036620943,123.9886984284273,884.3826676544415,0.00018804693818415556,765.0
30,HO6N2-,124.98400933893944,124.98396770290798,544671.955920053,0.0001895564690093328,769.0
31,C7H9O2-,125.06080310765944,125.06077413803743,1305.573656885707,0.00018967298104887137,775.0
32,HO6NN[15]-,125.98104423233944,125.98100469514365,3692.5695229430867,0.00019106861084389526,778.0
33,HO5O[17]N2-,125.98822641937944,125.98821528075652,1139.8952220188949,0.00019107954497073074,779.0
34,HO5O[18]N2-,126.98825571937942,126.9882314323755,6692.907472652832,0.00019259621725897623,783.0
35,C6H7O3-,127.04006766307943,127.04005558824718,3011.2929949798913,0.00019267485459577535,785.0
37,C5H5O4-,129.01933221849944,129.01934319809035,5893.880035514769,0.00019567672982452513,792.0
38,C6H9O3-,129.05571772721942,129.05572184894353,4320.766994121563,0.00019573181816833564,793.0
39,C3F5-,130.99256467990944,130.99255919589385,114.881059081286,0.00019866935064303328,798.0
40,C4H3O5-,130.99859677391942,130.99856958624792,7631.942740421587,0.0001986785171359681,799.0
41,C5H7O4-,131.03498228263942,131.03495538232545,3258.053841283572,0.00019873366428051784,800.0
42,C4H5O5-,133.01424683805945,133.0142363586895,52051.08195441182,0.00020173556605290166,812.0
44,C3C[13]H5O5-,134.01760167585942,134.01760888436436,2030.3953228560424,0.00020325734460778546,820.0
45,C3H6O5N-,136.02514587492942,136.02510652090862,751.8222637987001,0.0002063019431447256,837.0
46,C3O3F3-,140.98050209858943,140.98052890760928,15.047128795391924,0.00021381762686475126,865.0
